species	assembly	provider	provider_subfolder	genome_version	display_name
apis_florea_gca000184785v2rs	Aflo_1.0	ensemblgenomes	metazoa	ensemblgenomes56	Apis florea (Dwarf honeybee) - GCA_000184785.2
apis_mellifera	Amel_HAv3.1	ensemblgenomes	metazoa	ensemblgenomes56	Apis mellifera (DH4)
aplysia_californica_gca000002075v2	AplCal3.0	ensemblgenomes	metazoa	ensemblgenomes56	Aplysia californica (California sea hare, F4 #8) - GCA_000002075.2
ascaris_suum	ASM18702v3	ensemblgenomes	metazoa	ensemblgenomes56	Ascaris suum (PRJNA62057)
asterias_rubens_gca902459465v3	eAstRub1.3	ensemblgenomes	metazoa	ensemblgenomes56	Asterias rubens (European starfish) - GCA_902459465.3
athalia_rosae_gca000344095v2	Aros_2.0	ensemblgenomes	metazoa	ensemblgenomes56	Athalia rosae (Coleseed sawfly, CS-ADULT) - GCA_000344095.2
atta_cephalotes	Attacep1.0	ensemblgenomes	metazoa	ensemblgenomes56	Atta cephalotes
bactrocera_dorsalis_gca000789215v2	GCA000789215v2	ensemblgenomes	metazoa	ensemblgenomes56	Bactrocera dorsalis (Oriental fruit fly, Punador) - GCA_000789215.2
bactrocera_latifrons_gca001853355v1	GCA001853355v1	ensemblgenomes	metazoa	ensemblgenomes56	Bactrocera latifrons (Solanum fruit fly, USDA-ARS-PBARC rearing strain) - GCA_001853355.1
bactrocera_tryoni_gca016617805v2	CSIRO_BtryS06_freeze1	ensemblgenomes	metazoa	ensemblgenomes56	Bactrocera tryoni (Queensland fruitfly, S06) - GCA_016617805.2
belgica_antarctica	ASM77530v1	ensemblgenomes	metazoa	ensemblgenomes56	Belgica antarctica
bemisia_tabaci_asiaii5	ASIAII5_n227_616Mb	ensemblgenomes	metazoa	ensemblgenomes56	Bemisia tabaci (ASIAII-5)
bemisia_tabaci_ssa1nig	SSA1SG1_Nigeria_n4493_656Mb	ensemblgenomes	metazoa	ensemblgenomes56	Bemisia tabaci (SSA1-SG1 NG)
bemisia_tabaci_ssa1ug	SSA1_SG1_Uganda_n955_657Mb	ensemblgenomes	metazoa	ensemblgenomes56	Bemisia tabaci (SSA1-SG1 UG)
bemisia_tabaci_ssa2nig	SSA2_Nigeria_n785_625mb	ensemblgenomes	metazoa	ensemblgenomes56	Bemisia tabaci (SSA2 NG)
bemisia_tabaci_ssa3nig	SSA3_Nigeria_2278n_648mb	ensemblgenomes	metazoa	ensemblgenomes56	Bemisia tabaci (SSA3 NG)
bemisia_tabaci_uganda1	Uganda1_n5713_630Mb	ensemblgenomes	metazoa	ensemblgenomes56	Bemisia tabaci (Uganda 1)
biomphalaria_glabrata	BglaB1	ensemblgenomes	metazoa	ensemblgenomes56	Biomphalaria glabrata
bombus_impatiens	BIMP_2.2	ensemblgenomes	metazoa	ensemblgenomes56	Bombus impatiens
bombus_terrestris	Bter_1.0	ensemblgenomes	metazoa	ensemblgenomes56	Bombus terrestris
bombyx_mandarina_gca003987935v1rs	GCA003987935v1	ensemblgenomes	metazoa	ensemblgenomes56	Bombyx mandarina (Wild silkworm, Bman2017) - GCA_003987935.1
bombyx_mori	Bmori_2016v1.0	ensemblgenomes	metazoa	ensemblgenomes56	Bombyx mori (p50T)
branchiostoma_lanceolatum	BraLan2	ensemblgenomes	metazoa	ensemblgenomes56	Branchiostoma lanceolatum
brugia_malayi	Bmal-4.0	ensemblgenomes	metazoa	ensemblgenomes56	Brugia malayi (PRJNA10729)
caenorhabditis_brenneri	C_brenneri-6.0.1b	ensemblgenomes	metazoa	ensemblgenomes56	Caenorhabditis brenneri (PRJNA20035)
caenorhabditis_briggsae	CB4	ensemblgenomes	metazoa	ensemblgenomes56	Caenorhabditis briggsae (PRJNA10731)
caenorhabditis_elegans	WBcel235	ensemblgenomes	metazoa	ensemblgenomes56	Caenorhabditis elegans (PRJNA13758)
caenorhabditis_japonica	C_japonica-7.0.1	ensemblgenomes	metazoa	ensemblgenomes56	Caenorhabditis japonica (PRJNA12591)
caenorhabditis_remanei	C_remanei-15.0.1	ensemblgenomes	metazoa	ensemblgenomes56	Caenorhabditis remanei (PRJNA53967)
camponotus_floridanus_gca003227725v1rs	Cflo_v7.5	ensemblgenomes	metazoa	ensemblgenomes56	Camponotus floridanus (Florida carpenter ant, SB8) - GCA_003227725.1
capitella_teleta	Capitella_teleta_v1.0	ensemblgenomes	metazoa	ensemblgenomes56	Capitella teleta
centruroides_sculpturatus_gca000671375v2	Cexi_2.0	ensemblgenomes	metazoa	ensemblgenomes56	Centruroides sculpturatus (CEXI.00-Female) - GCA_000671375.2
ceratitis_capitata_gca000347755v4	Ccap_2.0	ensemblgenomes	metazoa	ensemblgenomes56	Ceratitis capitata (Mediterranean fruit fly) - GCA_000347755.4
cimex_lectularius	Clec_2.0	ensemblgenomes	metazoa	ensemblgenomes56	Cimex lectularius (Harlan)
clytia_hemisphaerica_gca902728285	GCA902728285v1	ensemblgenomes	metazoa	ensemblgenomes56	Clytia hemisphaerica (Z4C2)
copidosoma_floridanum_gca000648655v2	Cflo_2.0	ensemblgenomes	metazoa	ensemblgenomes56	Copidosoma floridanum (CFLO.00-Male) - GCA_000648655.2
cotesia_glomerata_gca020080835v1	MPM_Cglom_v2.3	ensemblgenomes	metazoa	ensemblgenomes56	Cotesia glomerata (CgM1) - GCA_020080835.1
crassostrea_gigas	GCA902806645v1	ensemblgenomes	metazoa	ensemblgenomes56	Crassostrea gigas (Pacific oyster) - GCA_902806645.1
crassostrea_virginica_gca002022765v4	C_virginica_3.0	ensemblgenomes	metazoa	ensemblgenomes56	Crassostrea virginica (RU13XGHG1-28) - GCA_002022765.4
culex_quinquefasciatus	CpipJ2	ensemblgenomes	metazoa	ensemblgenomes56	Culex quinquefasciatus
culex_quinquefasciatus_gca015732765v1	VPISU_Cqui_1.0_pri_paternal	ensemblgenomes	metazoa	ensemblgenomes56	Culex quinquefasciatus (JHB)
culicoides_sonorensis	Cson1	ensemblgenomes	metazoa	ensemblgenomes56	Culicoides sonorensis
danaus_plexippus	Dplex_v4	ensemblgenomes	metazoa	ensemblgenomes56	Danaus plexippus plexippus (F-2)
daphnia_magna_gca020631705v2	GCA020631705v2	ensemblgenomes	metazoa	ensemblgenomes56	Daphnia magna (Fresh water planktonic, NIES) - GCA_020631705.2
daphnia_pulex	V1.0	ensemblgenomes	metazoa	ensemblgenomes56	Daphnia pulex
daphnia_pulex_gca021134715v1rs	GCA021134715v1	ensemblgenomes	metazoa	ensemblgenomes56	Daphnia pulex (Common water flea, KAP4) - GCA_021134715.1
daphnia_pulicaria_gca021234035v2rs	SC_F0_13B	ensemblgenomes	metazoa	ensemblgenomes56	Daphnia pulicaria (Water flea, SC F1-1A) - GCA_021234035.2
dendroctonus_ponderosae_gca000355655v1	DendPond_male_gca000355655v1.0	ensemblgenomes	metazoa	ensemblgenomes56	Dendroctonus ponderosae (Mountain pine beetle) - GCA_000355655.1
dendronephthya_gigantea_gca004324835v1	DenGig_1.0	ensemblgenomes	metazoa	ensemblgenomes56	Dendronephthya gigantea (DGI-Jeju-01) - GCA_004324835.1
dermacentor_silvarum_gca013339745v1	GCA013339745v1	ensemblgenomes	metazoa	ensemblgenomes56	Dermacentor silvarum (Dsil-2018)
dermatophagoides_pteronyssinus_gca001901225v2	GCA001901225v2	ensemblgenomes	metazoa	ensemblgenomes56	Dermatophagoides pteronyssinus (airmid) - GCA_001901225.2
diabrotica_virgifera_gca003013835v2	Dvir_v2.0	ensemblgenomes	metazoa	ensemblgenomes56	Diabrotica virgifera virgifera (Ped12-6-A-3) - GCA_003013835.2
dimorphilus_gyrociliatus_gca904063045v1	GCA904063045v1	ensemblgenomes	metazoa	ensemblgenomes56	Dimorphilus gyrociliatus (Segmented worms) - GCA_904063045.1
dinothrombium_tinctorium	DtinU1	ensemblgenomes	metazoa	ensemblgenomes56	Dinothrombium tinctorium
diuraphis_noxia_gca001186385v1	Dnoxia_1.0	ensemblgenomes	metazoa	ensemblgenomes56	Diuraphis noxia (RWA2) - GCA_001186385.1
drosophila_ananassae	dana_caf1	ensemblgenomes	metazoa	ensemblgenomes56	Drosophila ananassae (TSC#14024-0371.13)
drosophila_erecta	dere_caf1	ensemblgenomes	metazoa	ensemblgenomes56	Drosophila erecta (TSC#14021-0224.01)
drosophila_grimshawi	dgri_caf1	ensemblgenomes	metazoa	ensemblgenomes56	Drosophila grimshawi (TSC#15287-2541.00)
drosophila_melanogaster	BDGP6.32	ensemblgenomes	metazoa	ensemblgenomes56	Drosophila melanogaster
drosophila_mojavensis	dmoj_caf1	ensemblgenomes	metazoa	ensemblgenomes56	Drosophila mojavensis (TSC#15081-1352.22)
drosophila_persimilis	dper_caf1	ensemblgenomes	metazoa	ensemblgenomes56	Drosophila persimilis (MSH-3)
drosophila_pseudoobscura	Dpse_3.0	ensemblgenomes	metazoa	ensemblgenomes56	Drosophila pseudoobscura pseudoobscura (MV2-25)
drosophila_sechellia	dsec_caf1	ensemblgenomes	metazoa	ensemblgenomes56	Drosophila sechellia (Rob3c)
drosophila_simulans	ASM75419v3	ensemblgenomes	metazoa	ensemblgenomes56	Drosophila simulans (w501)
drosophila_virilis	dvir_caf1	ensemblgenomes	metazoa	ensemblgenomes56	Drosophila virilis (TSC#15010-1051.87)
drosophila_willistoni	dwil_caf1	ensemblgenomes	metazoa	ensemblgenomes56	Drosophila willistoni (TSC#14030-0811.24)
drosophila_yakuba	dyak_caf1	ensemblgenomes	metazoa	ensemblgenomes56	Drosophila yakuba (Tai18E2)
dufourea_novaeangliae_gca001272555v1rs	GCA001272555v1	ensemblgenomes	metazoa	ensemblgenomes56	Dufourea novaeangliae (Bee, 0120121106) - GCA_001272555.1
echinococcus_granulosus_gca000524195v1rs	GCA000524195v1	ensemblgenomes	metazoa	ensemblgenomes56	Echinococcus granulosus (Dog tapeworm) - GCA_000524195.1
eufriesea_mexicana_gca001483705v1rs	GCA001483705v1	ensemblgenomes	metazoa	ensemblgenomes56	Eufriesea mexicana (Bee, 0111107269) - GCA_001483705.1
eurytemora_affinis_gca000591075v2	Eaff_2.0	ensemblgenomes	metazoa	ensemblgenomes56	Eurytemora affinis (Calanoid copepod, Atlantic clade) - GCA_000591075.2
exaiptasia_diaphana_gca001417965v1	Aiptasia_genome_1.1	ensemblgenomes	metazoa	ensemblgenomes56	Exaiptasia diaphana (Sea anemone, CC7) - GCA_001417965.1
folsomia_candida	ASM221717v1	ensemblgenomes	metazoa	ensemblgenomes56	Folsomia candida str. VU population
galendromus_occidentalis_gca000255335v2rs	Mocc_1.0	ensemblgenomes	metazoa	ensemblgenomes56	Galendromus occidentalis (Western predatory mite) - GCA_000255335.2
gigantopelta_aegis_gca016097555v1	Gae_host_genome	ensemblgenomes	metazoa	ensemblgenomes56	Gigantopelta aegis (Deep sea snail, Gae_Host) - GCA_016097555.1
glossina_austeni	GausT1	ensemblgenomes	metazoa	ensemblgenomes56	Glossina austeni
glossina_brevipalpis	GbreI1	ensemblgenomes	metazoa	ensemblgenomes56	Glossina brevipalpis
glossina_fuscipes	Yale_Gfus_2	ensemblgenomes	metazoa	ensemblgenomes56	Glossina fuscipes (IAEA_lab_2018)
glossina_morsitans	GmorY1	ensemblgenomes	metazoa	ensemblgenomes56	Glossina morsitans
glossina_pallidipes	GpalI1	ensemblgenomes	metazoa	ensemblgenomes56	Glossina pallidipes
glossina_palpalis	GpapI1	ensemblgenomes	metazoa	ensemblgenomes56	Glossina palpalis
habropoda_laboriosa_gca001263275v1rs	GCA001263275v1	ensemblgenomes	metazoa	ensemblgenomes56	Habropoda laboriosa (Southeastern blueberry bee, 0110345459) - GCA_001263275.1
haemaphysalis_longicornis_gca013339765v1	GCA013339765v1	ensemblgenomes	metazoa	ensemblgenomes56	Haemaphysalis longicornis (HaeL-2018)
haliotis_rubra_gca003918875v1rs	GCA003918875v1	ensemblgenomes	metazoa	ensemblgenomes56	Haliotis rubra (Blacklip abalone, DU_JTF1) - GCA_003918875.1
haliotis_rufescens_gca023055435v1rs	xgHalRufe1.0.p	ensemblgenomes	metazoa	ensemblgenomes56	Haliotis rufescens (Red abalone, VD_foot) - GCA_023055435.1
harpegnathos_saltator_gca003227715v2rs	Hsal_v8.5	ensemblgenomes	metazoa	ensemblgenomes56	Harpegnathos saltator (Indian jumping ant, DR-91) - GCA_003227715.2
heliconius_melpomene	Hmel1	ensemblgenomes	metazoa	ensemblgenomes56	Heliconius melpomene
helobdella_robusta	Helro1	ensemblgenomes	metazoa	ensemblgenomes56	Helobdella robusta
hermetia_illucens_gca905115235v1	GCA905115235v1	ensemblgenomes	metazoa	ensemblgenomes56	Hermetia illucens (Black soldier fly) - GCA_905115235.1
hofstenia_miamia	HmiaM1	ensemblgenomes	metazoa	ensemblgenomes56	Hofstenia miamia
homarus_americanus_gca018991925v1	GMGI_Hamer_2.0	ensemblgenomes	metazoa	ensemblgenomes56	Homarus americanus (American lobster, GMGI-L3) - GCA_018991925.1
hyalella_azteca_gca000764305v2	Hazt_2.0	ensemblgenomes	metazoa	ensemblgenomes56	Hyalella azteca (Amphipod, HAZT.00-mixed) - GCA_000764305.2
hyalomma_asiaticum_gca013339685v1	GCA013339685v1	ensemblgenomes	metazoa	ensemblgenomes56	Hyalomma asiaticum (Hyas-2018)
hydra_vulgaris_gca000004095v1	GCA000004095v1	ensemblgenomes	metazoa	ensemblgenomes56	Hydra vulgaris (Swiftwater hydra, 105) - GCA_000004095.1
hydra_vulgaris_gca022113875v1rs	Hydra_105_v3	ensemblgenomes	metazoa	ensemblgenomes56	Hydra vulgaris (Swiftwater hydra, 105) - GCA_022113875.1
hymenolepis_microstoma	HMN_v3	ensemblgenomes	metazoa	ensemblgenomes56	Hymenolepis microstoma (PRJEB124)
hypsibius_exemplaris_gca002082055v1	nHd_3.1	ensemblgenomes	metazoa	ensemblgenomes56	Hypsibius exemplaris (Water bear tardigrade, Z151) - GCA_002082055.1
ixodes_persulcatus_gca013358835v1	BIME_Iper_1.3	ensemblgenomes	metazoa	ensemblgenomes56	Ixodes persulcatus (Iper-2018)
ixodes_scapularis	IscaW1	ensemblgenomes	metazoa	ensemblgenomes56	Ixodes scapularis
ixodes_scapularis_gca016920785v2	GCA016920785v2	ensemblgenomes	metazoa	ensemblgenomes56	Ixodes scapularis (PalLabHiFi)
ixodes_scapularis_ise6	IscaI1	ensemblgenomes	metazoa	ensemblgenomes56	Ixodes scapularis (ISE6)
lepeophtheirus_salmonis	LSalAtl2s	ensemblgenomes	metazoa	ensemblgenomes56	Lepeophtheirus salmonis
lepeophtheirus_salmonis_gca016086655v3rs	UVic_Lsal_1.0	ensemblgenomes	metazoa	ensemblgenomes56	Lepeophtheirus salmonis (Salmon louse, Lsal2020) - GCA_016086655.3
leptinotarsa_decemlineata_gca000500325v2	Ldec_2.0	ensemblgenomes	metazoa	ensemblgenomes56	Leptinotarsa decemlineata (Colorado potato beetle, Imidocloprid resistant) - GCA_000500325.2
leptotrombidium_deliense	LdelU1	ensemblgenomes	metazoa	ensemblgenomes56	Leptotrombidium deliense
limulus_polyphemus_gca000517525v1	Limulus_polyphemus_2.1.2	ensemblgenomes	metazoa	ensemblgenomes56	Limulus polyphemus (Atlantic horseshoe crab) - GCA_000517525.1
linepithema_humile_gca000217595v1rs	Lhum_UMD_V04	ensemblgenomes	metazoa	ensemblgenomes56	Linepithema humile (Argentine ant) - GCA_000217595.1
lingula_anatina	LinAna1.0	ensemblgenomes	metazoa	ensemblgenomes56	Lingula anatina
lingula_anatina_gca001039355v2	LinAna2.0	ensemblgenomes	metazoa	ensemblgenomes56	Lingula anatina (Lamp shell (Brachiopod), Amm_Jpn) - GCA_001039355.2
loa_loa	Loa_loa_V3	ensemblgenomes	metazoa	ensemblgenomes56	Loa loa
lottia_gigantea	Lotgi1	ensemblgenomes	metazoa	ensemblgenomes56	Lottia gigantea
lucilia_cuprina	ASM118794v1	ensemblgenomes	metazoa	ensemblgenomes56	Lucilia cuprina
lutzomyia_longipalpis	LlonJ1	ensemblgenomes	metazoa	ensemblgenomes56	Lutzomyia longipalpis
lytechinus_variegatus_gca018143015v1	Lvar_3.0	ensemblgenomes	metazoa	ensemblgenomes56	Lytechinus variegatus (Green sea urchin, NC3) - GCA_018143015.1
mayetiola_destructor	Mdes_1.0	ensemblgenomes	metazoa	ensemblgenomes56	Mayetiola destructor
megachile_rotundata_gca000220905v1rs	MROT_1.0	ensemblgenomes	metazoa	ensemblgenomes56	Megachile rotundata (Alfalfa leafcutting bee) - GCA_000220905.1
megaselia_scalaris	Msca1	ensemblgenomes	metazoa	ensemblgenomes56	Megaselia scalaris
melitaea_cinxia	MelCinx1.0	ensemblgenomes	metazoa	ensemblgenomes56	Melitaea cinxia
mercenaria_mercenaria_gca014805675v2	ASM1480567v1.1	ensemblgenomes	metazoa	ensemblgenomes56	Mercenaria mercenaria (Hard clam (quahog), YKG-2019) - GCA_014805675.2
mizuhopecten_yessoensis_gca002113885v2	GCA002113885v2	ensemblgenomes	metazoa	ensemblgenomes56	Mizuhopecten yessoensis (Yesso scallop, PY_sf001) - GCA_002113885.2
mnemiopsis_leidyi	MneLei_Aug2011	ensemblgenomes	metazoa	ensemblgenomes56	Mnemiopsis leidyi
monomorium_pharaonis_gca013373865v2	GCA013373865v2	ensemblgenomes	metazoa	ensemblgenomes56	Monomorium pharaonis (Pharaoh ant, MP-MQ-018) - GCA_013373865.2
musca_domestica	MdomA1	ensemblgenomes	metazoa	ensemblgenomes56	Musca domestica
nasonia_vitripennis	Nvit_psr_1.1	ensemblgenomes	metazoa	ensemblgenomes56	Nasonia vitripennis (AsymCx)
necator_americanus	N_americanus_v1	ensemblgenomes	metazoa	ensemblgenomes56	Necator americanus (PRJNA72135)
nematostella_vectensis	ASM20922v1	ensemblgenomes	metazoa	ensemblgenomes56	Nematostella vectensis
octopus_bimaculoides	PRJNA270931	ensemblgenomes	metazoa	ensemblgenomes56	Octopus bimaculoides
octopus_bimaculoides_gca001194135v1	Octopus_bimaculoides_v2_0	ensemblgenomes	metazoa	ensemblgenomes56	Octopus bimaculoides (Octopus, UCB-OBI-ISO-001) - GCA_001194135.1
octopus_sinensis_gca006345805v1	GCA006345805v1	ensemblgenomes	metazoa	ensemblgenomes56	Octopus sinensis (East Asian common octopus) - GCA_006345805.1
onchocerca_volvulus	ASM49940v2	ensemblgenomes	metazoa	ensemblgenomes56	Onchocerca volvulus (PRJEB513)
onthophagus_taurus_gca000648695v2	Otau_2.0	ensemblgenomes	metazoa	ensemblgenomes56	Onthophagus taurus (Dung beetle) - GCA_000648695.2
ooceraea_biroi_gca003672135v1	Obir_v5.4	ensemblgenomes	metazoa	ensemblgenomes56	Ooceraea biroi (Clonal raider ant, clonal line C1) - GCA_003672135.1
orbicella_faveolata_gca002042975v1	ofav_dov_v1	ensemblgenomes	metazoa	ensemblgenomes56	Orbicella faveolata (Mountainous star coral, FL) - GCA_002042975.1
orchesella_cincta	ASM171814v1	ensemblgenomes	metazoa	ensemblgenomes56	Orchesella cincta
orussus_abietinus_gca000612105v2	Oabi_2.0	ensemblgenomes	metazoa	ensemblgenomes56	Orussus abietinus (Parasitic wood wasp, OABI.00-Male) - GCA_000612105.2
owenia_fusiformis_gca903813345v1	GCA903813345v1	ensemblgenomes	metazoa	ensemblgenomes56	Owenia fusiformis (Segmented worms) - GCA_903813345.1
parasteatoda_tepidariorum_gca000365465v3	Ptep_3.0	ensemblgenomes	metazoa	ensemblgenomes56	Parasteatoda tepidariorum (Goettingen) - GCA_000365465.3
patiria_miniata_gca015706575v1	GCA015706575v1	ensemblgenomes	metazoa	ensemblgenomes56	Patiria miniata (Bat star starfish, m_02_andy) - GCA_015706575.1
pediculus_humanus	PhumU2	ensemblgenomes	metazoa	ensemblgenomes56	Pediculus humanus
penaeus_chinensis_gca019202785v2rs	GCA019202785v2	ensemblgenomes	metazoa	ensemblgenomes56	Penaeus chinensis (Fleshy prawn) - GCA_019202785.2
penaeus_japonicus_gca017312705v1	Mj_TUMSAT_v1.0	ensemblgenomes	metazoa	ensemblgenomes56	Penaeus japonicus (Kuruma shrimp, Ginoza2017) - GCA_017312705.1
penaeus_monodon_gca015228065v1	NSTDA_Pmon_1	ensemblgenomes	metazoa	ensemblgenomes56	Penaeus monodon (SGIC_2016) - GCA_015228065.1
penaeus_vannamei_gca003789085v1	GCA003789085v1	ensemblgenomes	metazoa	ensemblgenomes56	Penaeus vannamei (Pacific white shrimp) - GCA_003789085.1
phlebotomus_papatasi	PpapI1	ensemblgenomes	metazoa	ensemblgenomes56	Phlebotomus papatasi
phlebotomus_perniciosus_gca918844115	pperniciosus_illum_n82538_165Mb	ensemblgenomes	metazoa	ensemblgenomes56	Phlebotomus perniciosus (Murcia) - GCA_918844115.1
pocillopora_damicornis_gca003704095v1	GCA003704095v1	ensemblgenomes	metazoa	ensemblgenomes56	Pocillopora damicornis (RSMAS) - GCA_003704095.1
pogonomyrmex_barbatus_gca000187915v1rs	Pbar_UMD_V03	ensemblgenomes	metazoa	ensemblgenomes56	Pogonomyrmex barbatus (Red harvester ant) - GCA_000187915.1
pollicipes_pollicipes_gca011947565v2	Ppol_2	ensemblgenomes	metazoa	ensemblgenomes56	Pollicipes pollicipes (Goose neck barnacle, AB1234) - GCA_011947565.2
pomacea_canaliculata_gca003073045v1	GCA003073045v1	ensemblgenomes	metazoa	ensemblgenomes56	Pomacea canaliculata (SZHN2017) - GCA_003073045.1
pomphorhynchus_laevis_gca012934845v2gb	GCA012934845v2	ensemblgenomes	metazoa	ensemblgenomes56	Pomphorhynchus laevis (P. laevis sensulato, Thorny-headed worm, GPI110) - GCA_012934845.2
portunus_trituberculatus_gca017591435v1	GCA017591435v1	ensemblgenomes	metazoa	ensemblgenomes56	Portunus trituberculatus (Swimming crab, SZX2019) - GCA_017591435.1
priapulus_caudatus_gca000485595v2	Priapulus_caudatus-5.0.1	ensemblgenomes	metazoa	ensemblgenomes56	Priapulus caudatus (Penis worm) - GCA_000485595.2
pristionchus_pacificus	El_Paco_fix	ensemblgenomes	metazoa	ensemblgenomes56	Pristionchus pacificus (PRJNA12644)
procambarus_clarkii_gca020424385v2	GCA020424385v2	ensemblgenomes	metazoa	ensemblgenomes56	Procambarus clarkii (Red swamp crayfish, Jiangsu) - GCA_020424385.2
rhagoletis_pomonella_gca013731165v1	Rhpom_1.0	ensemblgenomes	metazoa	ensemblgenomes56	Rhagoletis pomonella (Grant_MI) - GCA_013731165.1
rhipicephalus_microplus_gca013339725v1	GCA013339725v1	ensemblgenomes	metazoa	ensemblgenomes56	Rhipicephalus microplus (Rmic-2018)
rhipicephalus_sanguineus_gca013339695v1	GCA013339695v1	ensemblgenomes	metazoa	ensemblgenomes56	Rhipicephalus sanguineus (Rsan-2018)
rhodnius_prolixus	RproC3	ensemblgenomes	metazoa	ensemblgenomes56	Rhodnius prolixus
rhopalosiphum_maidis_gca003676215v3	GCA003676215v3	ensemblgenomes	metazoa	ensemblgenomes56	Rhopalosiphum maidis (BTI-1) - GCA_003676215.3
saccoglossus_kowalevskii_gca000003605v1	GCA000003605v1	ensemblgenomes	metazoa	ensemblgenomes56	Saccoglossus kowalevskii (Acorn worm) - GCA_000003605.1
sarcoptes_scabiei	GCA014595675v1	ensemblgenomes	metazoa	ensemblgenomes56	Sarcoptes scabiei (SSS_KF_BRIS2020)
schistosoma_haematobium_gca000699445v2rs	SchHae_2.0	ensemblgenomes	metazoa	ensemblgenomes56	Schistosoma haematobium (Urinary blood fluke) - GCA_000699445.2
schistosoma_mansoni	Smansoni_v7	ensemblgenomes	metazoa	ensemblgenomes56	Schistosoma mansoni (PRJEA36577)
sipha_flava_gca003268045v1	YSA_version1	ensemblgenomes	metazoa	ensemblgenomes56	Sipha flava (LNK) - GCA_003268045.1
solenopsis_invicta	UNIL_Sinv_3.0	ensemblgenomes	metazoa	ensemblgenomes56	Solenopsis invicta (M01_SB)
stegodyphus_dumicola_gca010614865v2rs	GCA010614865v2	ensemblgenomes	metazoa	ensemblgenomes56	Stegodyphus dumicola (Social spider, AA2019) - GCA_010614865.2
stegodyphus_mimosarum	Stegodyphus_mimosarum_v1	ensemblgenomes	metazoa	ensemblgenomes56	Stegodyphus mimosarum
stomoxys_calcitrans	ScalU1	ensemblgenomes	metazoa	ensemblgenomes56	Stomoxys calcitrans
strigamia_maritima	Smar1	ensemblgenomes	metazoa	ensemblgenomes56	Strigamia maritima
strongylocentrotus_purpuratus	Spur_5.0	ensemblgenomes	metazoa	ensemblgenomes56	Strongylocentrotus purpuratus (Spur 01)
strongyloides_ratti	S_ratti_ED321_v5_0_4	ensemblgenomes	metazoa	ensemblgenomes56	Strongyloides ratti (PRJEB125)
stylophora_pistillata_gca002571385v1	Stylophora_pistillata_v1	ensemblgenomes	metazoa	ensemblgenomes56	Stylophora pistillata (CSM Monaco) - GCA_002571385.1
teleopsis_dalmanni	GCA002237135v2	ensemblgenomes	metazoa	ensemblgenomes56	Teleopsis dalmanni (2A)
tetranychus_urticae	ASM23943v1	ensemblgenomes	metazoa	ensemblgenomes56	Tetranychus urticae
thelohanellus_kitauei	ASM82789v1	ensemblgenomes	metazoa	ensemblgenomes56	Thelohanellus kitauei
tigriopus_californicus_gca007210705	Tcal_SD_v2.1	ensemblgenomes	metazoa	ensemblgenomes56	Tigriopus californicus (San Diego)
trialeurodes_vaporariorum_gca011764245	GCA011764245v1	ensemblgenomes	metazoa	ensemblgenomes56	Trialeurodes vaporariorum (IVF)
tribolium_castaneum	Tcas5.2	ensemblgenomes	metazoa	ensemblgenomes56	Tribolium castaneum
trichinella_spiralis	Tspiralis1	ensemblgenomes	metazoa	ensemblgenomes56	Trichinella spiralis
trichogramma_pretiosum_gca000599845v3	Tpre_2.0	ensemblgenomes	metazoa	ensemblgenomes56	Trichogramma pretiosum (Unisexual culture from Peru) - GCA_000599845.3
trichoplax_adhaerens	ASM15027v1	ensemblgenomes	metazoa	ensemblgenomes56	Trichoplax adhaerens
trichuris_muris	TMUE3.0	ensemblgenomes	metazoa	ensemblgenomes56	Trichuris muris (PRJEB126)
varroa_destructor_gca002443255	Vdes_3.0	ensemblgenomes	metazoa	ensemblgenomes56	Varroa destructor
zootermopsis_nevadensis	ZooNev1.0	ensemblgenomes	metazoa	ensemblgenomes56	Zootermopsis nevadensis
